mode_value,landuse_name,s1_name,s2_name
8,ROIs1158_spring/lc_15/ROIs1158_spring_lc_15_p654.tif,ROIs1158_spring/s1_15/ROIs1158_spring_s1_15_p654.tif,ROIs1158_spring/s2_15/ROIs1158_spring_s2_15_p654.tif
14,ROIs1868_summer/lc_121/ROIs1868_summer_lc_121_p515.tif,ROIs1868_summer/s1_121/ROIs1868_summer_s1_121_p515.tif,ROIs1868_summer/s2_121/ROIs1868_summer_s2_121_p515.tif
13,ROIs1970_fall/lc_135/ROIs1970_fall_lc_135_p800.tif,ROIs1970_fall/s1_135/ROIs1970_fall_s1_135_p800.tif,ROIs1970_fall/s2_135/ROIs1970_fall_s2_135_p800.tif
9,ROIs1158_spring/lc_109/ROIs1158_spring_lc_109_p600.tif,ROIs1158_spring/s1_109/ROIs1158_spring_s1_109_p600.tif,ROIs1158_spring/s2_109/ROIs1158_spring_s2_109_p600.tif
10,ROIs1868_summer/lc_114/ROIs1868_summer_lc_114_p383.tif,ROIs1868_summer/s1_114/ROIs1868_summer_s1_114_p383.tif,ROIs1868_summer/s2_114/ROIs1868_summer_s2_114_p383.tif
8,ROIs1158_spring/lc_83/ROIs1158_spring_lc_83_p487.tif,ROIs1158_spring/s1_83/ROIs1158_spring_s1_83_p487.tif,ROIs1158_spring/s2_83/ROIs1158_spring_s2_83_p487.tif
13,ROIs1868_summer/lc_143/ROIs1868_summer_lc_143_p427.tif,ROIs1868_summer/s1_143/ROIs1868_summer_s1_143_p427.tif,ROIs1868_summer/s2_143/ROIs1868_summer_s2_143_p427.tif
12,ROIs1970_fall/lc_83/ROIs1970_fall_lc_83_p38.tif,ROIs1970_fall/s1_83/ROIs1970_fall_s1_83_p38.tif,ROIs1970_fall/s2_83/ROIs1970_fall_s2_83_p38.tif
2,ROIs1158_spring/lc_58/ROIs1158_spring_lc_58_p478.tif,ROIs1158_spring/s1_58/ROIs1158_spring_s1_58_p478.tif,ROIs1158_spring/s2_58/ROIs1158_spring_s2_58_p478.tif
17,ROIs1868_summer/lc_31/ROIs1868_summer_lc_31_p296.tif,ROIs1868_summer/s1_31/ROIs1868_summer_s1_31_p296.tif,ROIs1868_summer/s2_31/ROIs1868_summer_s2_31_p296.tif
11,ROIs1868_summer/lc_15/ROIs1868_summer_lc_15_p589.tif,ROIs1868_summer/s1_15/ROIs1868_summer_s1_15_p589.tif,ROIs1868_summer/s2_15/ROIs1868_summer_s2_15_p589.tif
13,ROIs1970_fall/lc_142/ROIs1970_fall_lc_142_p404.tif,ROIs1970_fall/s1_142/ROIs1970_fall_s1_142_p404.tif,ROIs1970_fall/s2_142/ROIs1970_fall_s2_142_p404.tif
11,ROIs2017_winter/lc_119/ROIs2017_winter_lc_119_p138.tif,ROIs2017_winter/s1_119/ROIs2017_winter_s1_119_p138.tif,ROIs2017_winter/s2_119/ROIs2017_winter_s2_119_p138.tif
12,ROIs1868_summer/lc_147/ROIs1868_summer_lc_147_p600.tif,ROIs1868_summer/s1_147/ROIs1868_summer_s1_147_p600.tif,ROIs1868_summer/s2_147/ROIs1868_summer_s2_147_p600.tif
11,ROIs1970_fall/lc_105/ROIs1970_fall_lc_105_p274.tif,ROIs1970_fall/s1_105/ROIs1970_fall_s1_105_p274.tif,ROIs1970_fall/s2_105/ROIs1970_fall_s2_105_p274.tif
13,ROIs1868_summer/lc_119/ROIs1868_summer_lc_119_p749.tif,ROIs1868_summer/s1_119/ROIs1868_summer_s1_119_p749.tif,ROIs1868_summer/s2_119/ROIs1868_summer_s2_119_p749.tif
12,ROIs1158_spring/lc_146/ROIs1158_spring_lc_146_p708.tif,ROIs1158_spring/s1_146/ROIs1158_spring_s1_146_p708.tif,ROIs1158_spring/s2_146/ROIs1158_spring_s2_146_p708.tif
8,ROIs2017_winter/lc_94/ROIs2017_winter_lc_94_p115.tif,ROIs2017_winter/s1_94/ROIs2017_winter_s1_94_p115.tif,ROIs2017_winter/s2_94/ROIs2017_winter_s2_94_p115.tif
14,ROIs1970_fall/lc_144/ROIs1970_fall_lc_144_p592.tif,ROIs1970_fall/s1_144/ROIs1970_fall_s1_144_p592.tif,ROIs1970_fall/s2_144/ROIs1970_fall_s2_144_p592.tif
8,ROIs2017_winter/lc_109/ROIs2017_winter_lc_109_p83.tif,ROIs2017_winter/s1_109/ROIs2017_winter_s1_109_p83.tif,ROIs2017_winter/s2_109/ROIs2017_winter_s2_109_p83.tif
12,ROIs1158_spring/lc_127/ROIs1158_spring_lc_127_p90.tif,ROIs1158_spring/s1_127/ROIs1158_spring_s1_127_p90.tif,ROIs1158_spring/s2_127/ROIs1158_spring_s2_127_p90.tif
14,ROIs1970_fall/lc_104/ROIs1970_fall_lc_104_p106.tif,ROIs1970_fall/s1_104/ROIs1970_fall_s1_104_p106.tif,ROIs1970_fall/s2_104/ROIs1970_fall_s2_104_p106.tif
14,ROIs1970_fall/lc_114/ROIs1970_fall_lc_114_p633.tif,ROIs1970_fall/s1_114/ROIs1970_fall_s1_114_p633.tif,ROIs1970_fall/s2_114/ROIs1970_fall_s2_114_p633.tif
2,ROIs1868_summer/lc_120/ROIs1868_summer_lc_120_p815.tif,ROIs1868_summer/s1_120/ROIs1868_summer_s1_120_p815.tif,ROIs1868_summer/s2_120/ROIs1868_summer_s2_120_p815.tif
2,ROIs1868_summer/lc_86/ROIs1868_summer_lc_86_p828.tif,ROIs1868_summer/s1_86/ROIs1868_summer_s1_86_p828.tif,ROIs1868_summer/s2_86/ROIs1868_summer_s2_86_p828.tif
10,ROIs1970_fall/lc_128/ROIs1970_fall_lc_128_p417.tif,ROIs1970_fall/s1_128/ROIs1970_fall_s1_128_p417.tif,ROIs1970_fall/s2_128/ROIs1970_fall_s2_128_p417.tif
10,ROIs1970_fall/lc_31/ROIs1970_fall_lc_31_p50.tif,ROIs1970_fall/s1_31/ROIs1970_fall_s1_31_p50.tif,ROIs1970_fall/s2_31/ROIs1970_fall_s2_31_p50.tif
17,ROIs1970_fall/lc_148/ROIs1970_fall_lc_148_p802.tif,ROIs1970_fall/s1_148/ROIs1970_fall_s1_148_p802.tif,ROIs1970_fall/s2_148/ROIs1970_fall_s2_148_p802.tif
2,ROIs2017_winter/lc_32/ROIs2017_winter_lc_32_p370.tif,ROIs2017_winter/s1_32/ROIs2017_winter_s1_32_p370.tif,ROIs2017_winter/s2_32/ROIs2017_winter_s2_32_p370.tif
9,ROIs1868_summer/lc_133/ROIs1868_summer_lc_133_p114.tif,ROIs1868_summer/s1_133/ROIs1868_summer_s1_133_p114.tif,ROIs1868_summer/s2_133/ROIs1868_summer_s2_133_p114.tif
13,ROIs1970_fall/lc_116/ROIs1970_fall_lc_116_p594.tif,ROIs1970_fall/s1_116/ROIs1970_fall_s1_116_p594.tif,ROIs1970_fall/s2_116/ROIs1970_fall_s2_116_p594.tif
12,ROIs2017_winter/lc_118/ROIs2017_winter_lc_118_p402.tif,ROIs2017_winter/s1_118/ROIs2017_winter_s1_118_p402.tif,ROIs2017_winter/s2_118/ROIs2017_winter_s2_118_p402.tif
13,ROIs1970_fall/lc_113/ROIs1970_fall_lc_113_p436.tif,ROIs1970_fall/s1_113/ROIs1970_fall_s1_113_p436.tif,ROIs1970_fall/s2_113/ROIs1970_fall_s2_113_p436.tif
2,ROIs1868_summer/lc_86/ROIs1868_summer_lc_86_p51.tif,ROIs1868_summer/s1_86/ROIs1868_summer_s1_86_p51.tif,ROIs1868_summer/s2_86/ROIs1868_summer_s2_86_p51.tif
13,ROIs1158_spring/lc_100/ROIs1158_spring_lc_100_p229.tif,ROIs1158_spring/s1_100/ROIs1158_spring_s1_100_p229.tif,ROIs1158_spring/s2_100/ROIs1158_spring_s2_100_p229.tif
2,ROIs1158_spring/lc_39/ROIs1158_spring_lc_39_p510.tif,ROIs1158_spring/s1_39/ROIs1158_spring_s1_39_p510.tif,ROIs1158_spring/s2_39/ROIs1158_spring_s2_39_p510.tif
13,ROIs2017_winter/lc_146/ROIs2017_winter_lc_146_p263.tif,ROIs2017_winter/s1_146/ROIs2017_winter_s1_146_p263.tif,ROIs2017_winter/s2_146/ROIs2017_winter_s2_146_p263.tif
14,ROIs1970_fall/lc_104/ROIs1970_fall_lc_104_p229.tif,ROIs1970_fall/s1_104/ROIs1970_fall_s1_104_p229.tif,ROIs1970_fall/s2_104/ROIs1970_fall_s2_104_p229.tif
2,ROIs1158_spring/lc_113/ROIs1158_spring_lc_113_p134.tif,ROIs1158_spring/s1_113/ROIs1158_spring_s1_113_p134.tif,ROIs1158_spring/s2_113/ROIs1158_spring_s2_113_p134.tif
17,ROIs1158_spring/lc_123/ROIs1158_spring_lc_123_p153.tif,ROIs1158_spring/s1_123/ROIs1158_spring_s1_123_p153.tif,ROIs1158_spring/s2_123/ROIs1158_spring_s2_123_p153.tif
8,ROIs1970_fall/lc_42/ROIs1970_fall_lc_42_p653.tif,ROIs1970_fall/s1_42/ROIs1970_fall_s1_42_p653.tif,ROIs1970_fall/s2_42/ROIs1970_fall_s2_42_p653.tif
10,ROIs1970_fall/lc_113/ROIs1970_fall_lc_113_p139.tif,ROIs1970_fall/s1_113/ROIs1970_fall_s1_113_p139.tif,ROIs1970_fall/s2_113/ROIs1970_fall_s2_113_p139.tif
17,ROIs1158_spring/lc_115/ROIs1158_spring_lc_115_p71.tif,ROIs1158_spring/s1_115/ROIs1158_spring_s1_115_p71.tif,ROIs1158_spring/s2_115/ROIs1158_spring_s2_115_p71.tif
12,ROIs2017_winter/lc_69/ROIs2017_winter_lc_69_p57.tif,ROIs2017_winter/s1_69/ROIs2017_winter_s1_69_p57.tif,ROIs2017_winter/s2_69/ROIs2017_winter_s2_69_p57.tif
8,ROIs1970_fall/lc_19/ROIs1970_fall_lc_19_p50.tif,ROIs1970_fall/s1_19/ROIs1970_fall_s1_19_p50.tif,ROIs1970_fall/s2_19/ROIs1970_fall_s2_19_p50.tif
17,ROIs1970_fall/lc_44/ROIs1970_fall_lc_44_p565.tif,ROIs1970_fall/s1_44/ROIs1970_fall_s1_44_p565.tif,ROIs1970_fall/s2_44/ROIs1970_fall_s2_44_p565.tif
9,ROIs1158_spring/lc_126/ROIs1158_spring_lc_126_p322.tif,ROIs1158_spring/s1_126/ROIs1158_spring_s1_126_p322.tif,ROIs1158_spring/s2_126/ROIs1158_spring_s2_126_p322.tif
2,ROIs1158_spring/lc_17/ROIs1158_spring_lc_17_p225.tif,ROIs1158_spring/s1_17/ROIs1158_spring_s1_17_p225.tif,ROIs1158_spring/s2_17/ROIs1158_spring_s2_17_p225.tif
2,ROIs1868_summer/lc_86/ROIs1868_summer_lc_86_p333.tif,ROIs1868_summer/s1_86/ROIs1868_summer_s1_86_p333.tif,ROIs1868_summer/s2_86/ROIs1868_summer_s2_86_p333.tif
10,ROIs1970_fall/lc_37/ROIs1970_fall_lc_37_p260.tif,ROIs1970_fall/s1_37/ROIs1970_fall_s1_37_p260.tif,ROIs1970_fall/s2_37/ROIs1970_fall_s2_37_p260.tif
9,ROIs1868_summer/lc_15/ROIs1868_summer_lc_15_p347.tif,ROIs1868_summer/s1_15/ROIs1868_summer_s1_15_p347.tif,ROIs1868_summer/s2_15/ROIs1868_summer_s2_15_p347.tif
2,ROIs1868_summer/lc_113/ROIs1868_summer_lc_113_p244.tif,ROIs1868_summer/s1_113/ROIs1868_summer_s1_113_p244.tif,ROIs1868_summer/s2_113/ROIs1868_summer_s2_113_p244.tif
9,ROIs1970_fall/lc_149/ROIs1970_fall_lc_149_p569.tif,ROIs1970_fall/s1_149/ROIs1970_fall_s1_149_p569.tif,ROIs1970_fall/s2_149/ROIs1970_fall_s2_149_p569.tif
17,ROIs1970_fall/lc_36/ROIs1970_fall_lc_36_p728.tif,ROIs1970_fall/s1_36/ROIs1970_fall_s1_36_p728.tif,ROIs1970_fall/s2_36/ROIs1970_fall_s2_36_p728.tif
13,ROIs2017_winter/lc_119/ROIs2017_winter_lc_119_p441.tif,ROIs2017_winter/s1_119/ROIs2017_winter_s1_119_p441.tif,ROIs2017_winter/s2_119/ROIs2017_winter_s2_119_p441.tif
12,ROIs1868_summer/lc_142/ROIs1868_summer_lc_142_p717.tif,ROIs1868_summer/s1_142/ROIs1868_summer_s1_142_p717.tif,ROIs1868_summer/s2_142/ROIs1868_summer_s2_142_p717.tif
13,ROIs1158_spring/lc_100/ROIs1158_spring_lc_100_p51.tif,ROIs1158_spring/s1_100/ROIs1158_spring_s1_100_p51.tif,ROIs1158_spring/s2_100/ROIs1158_spring_s2_100_p51.tif
14,ROIs1970_fall/lc_149/ROIs1970_fall_lc_149_p391.tif,ROIs1970_fall/s1_149/ROIs1970_fall_s1_149_p391.tif,ROIs1970_fall/s2_149/ROIs1970_fall_s2_149_p391.tif
11,ROIs1158_spring/lc_131/ROIs1158_spring_lc_131_p186.tif,ROIs1158_spring/s1_131/ROIs1158_spring_s1_131_p186.tif,ROIs1158_spring/s2_131/ROIs1158_spring_s2_131_p186.tif
8,ROIs1970_fall/lc_30/ROIs1970_fall_lc_30_p100.tif,ROIs1970_fall/s1_30/ROIs1970_fall_s1_30_p100.tif,ROIs1970_fall/s2_30/ROIs1970_fall_s2_30_p100.tif
8,ROIs1158_spring/lc_9/ROIs1158_spring_lc_9_p300.tif,ROIs1158_spring/s1_9/ROIs1158_spring_s1_9_p300.tif,ROIs1158_spring/s2_9/ROIs1158_spring_s2_9_p300.tif
10,ROIs1970_fall/lc_61/ROIs1970_fall_lc_61_p43.tif,ROIs1970_fall/s1_61/ROIs1970_fall_s1_61_p43.tif,ROIs1970_fall/s2_61/ROIs1970_fall_s2_61_p43.tif
14,ROIs1868_summer/lc_147/ROIs1868_summer_lc_147_p489.tif,ROIs1868_summer/s1_147/ROIs1868_summer_s1_147_p489.tif,ROIs1868_summer/s2_147/ROIs1868_summer_s2_147_p489.tif
13,ROIs1158_spring/lc_131/ROIs1158_spring_lc_131_p825.tif,ROIs1158_spring/s1_131/ROIs1158_spring_s1_131_p825.tif,ROIs1158_spring/s2_131/ROIs1158_spring_s2_131_p825.tif
9,ROIs1970_fall/lc_37/ROIs1970_fall_lc_37_p34.tif,ROIs1970_fall/s1_37/ROIs1970_fall_s1_37_p34.tif,ROIs1970_fall/s2_37/ROIs1970_fall_s2_37_p34.tif
9,ROIs1158_spring/lc_122/ROIs1158_spring_lc_122_p520.tif,ROIs1158_spring/s1_122/ROIs1158_spring_s1_122_p520.tif,ROIs1158_spring/s2_122/ROIs1158_spring_s2_122_p520.tif
17,ROIs1868_summer/lc_125/ROIs1868_summer_lc_125_p759.tif,ROIs1868_summer/s1_125/ROIs1868_summer_s1_125_p759.tif,ROIs1868_summer/s2_125/ROIs1868_summer_s2_125_p759.tif
9,ROIs1868_summer/lc_29/ROIs1868_summer_lc_29_p641.tif,ROIs1868_summer/s1_29/ROIs1868_summer_s1_29_p641.tif,ROIs1868_summer/s2_29/ROIs1868_summer_s2_29_p641.tif
11,ROIs1868_summer/lc_40/ROIs1868_summer_lc_40_p197.tif,ROIs1868_summer/s1_40/ROIs1868_summer_s1_40_p197.tif,ROIs1868_summer/s2_40/ROIs1868_summer_s2_40_p197.tif
2,ROIs1158_spring/lc_39/ROIs1158_spring_lc_39_p670.tif,ROIs1158_spring/s1_39/ROIs1158_spring_s1_39_p670.tif,ROIs1158_spring/s2_39/ROIs1158_spring_s2_39_p670.tif
12,ROIs1868_summer/lc_79/ROIs1868_summer_lc_79_p735.tif,ROIs1868_summer/s1_79/ROIs1868_summer_s1_79_p735.tif,ROIs1868_summer/s2_79/ROIs1868_summer_s2_79_p735.tif
9,ROIs1970_fall/lc_39/ROIs1970_fall_lc_39_p175.tif,ROIs1970_fall/s1_39/ROIs1970_fall_s1_39_p175.tif,ROIs1970_fall/s2_39/ROIs1970_fall_s2_39_p175.tif
8,ROIs1970_fall/lc_119/ROIs1970_fall_lc_119_p699.tif,ROIs1970_fall/s1_119/ROIs1970_fall_s1_119_p699.tif,ROIs1970_fall/s2_119/ROIs1970_fall_s2_119_p699.tif
12,ROIs1158_spring/lc_134/ROIs1158_spring_lc_134_p727.tif,ROIs1158_spring/s1_134/ROIs1158_spring_s1_134_p727.tif,ROIs1158_spring/s2_134/ROIs1158_spring_s2_134_p727.tif
12,ROIs1970_fall/lc_100/ROIs1970_fall_lc_100_p156.tif,ROIs1970_fall/s1_100/ROIs1970_fall_s1_100_p156.tif,ROIs1970_fall/s2_100/ROIs1970_fall_s2_100_p156.tif
14,ROIs1158_spring/lc_128/ROIs1158_spring_lc_128_p716.tif,ROIs1158_spring/s1_128/ROIs1158_spring_s1_128_p716.tif,ROIs1158_spring/s2_128/ROIs1158_spring_s2_128_p716.tif
12,ROIs2017_winter/lc_117/ROIs2017_winter_lc_117_p362.tif,ROIs2017_winter/s1_117/ROIs2017_winter_s1_117_p362.tif,ROIs2017_winter/s2_117/ROIs2017_winter_s2_117_p362.tif
14,ROIs1970_fall/lc_104/ROIs1970_fall_lc_104_p255.tif,ROIs1970_fall/s1_104/ROIs1970_fall_s1_104_p255.tif,ROIs1970_fall/s2_104/ROIs1970_fall_s2_104_p255.tif
13,ROIs1970_fall/lc_120/ROIs1970_fall_lc_120_p330.tif,ROIs1970_fall/s1_120/ROIs1970_fall_s1_120_p330.tif,ROIs1970_fall/s2_120/ROIs1970_fall_s2_120_p330.tif
13,ROIs1158_spring/lc_120/ROIs1158_spring_lc_120_p57.tif,ROIs1158_spring/s1_120/ROIs1158_spring_s1_120_p57.tif,ROIs1158_spring/s2_120/ROIs1158_spring_s2_120_p57.tif
12,ROIs1970_fall/lc_6/ROIs1970_fall_lc_6_p519.tif,ROIs1970_fall/s1_6/ROIs1970_fall_s1_6_p519.tif,ROIs1970_fall/s2_6/ROIs1970_fall_s2_6_p519.tif
11,ROIs1868_summer/lc_40/ROIs1868_summer_lc_40_p925.tif,ROIs1868_summer/s1_40/ROIs1868_summer_s1_40_p925.tif,ROIs1868_summer/s2_40/ROIs1868_summer_s2_40_p925.tif
17,ROIs1970_fall/lc_21/ROIs1970_fall_lc_21_p276.tif,ROIs1970_fall/s1_21/ROIs1970_fall_s1_21_p276.tif,ROIs1970_fall/s2_21/ROIs1970_fall_s2_21_p276.tif
13,ROIs1158_spring/lc_147/ROIs1158_spring_lc_147_p756.tif,ROIs1158_spring/s1_147/ROIs1158_spring_s1_147_p756.tif,ROIs1158_spring/s2_147/ROIs1158_spring_s2_147_p756.tif
9,ROIs1970_fall/lc_14/ROIs1970_fall_lc_14_p618.tif,ROIs1970_fall/s1_14/ROIs1970_fall_s1_14_p618.tif,ROIs1970_fall/s2_14/ROIs1970_fall_s2_14_p618.tif
17,ROIs1158_spring/lc_21/ROIs1158_spring_lc_21_p269.tif,ROIs1158_spring/s1_21/ROIs1158_spring_s1_21_p269.tif,ROIs1158_spring/s2_21/ROIs1158_spring_s2_21_p269.tif
8,ROIs1970_fall/lc_144/ROIs1970_fall_lc_144_p830.tif,ROIs1970_fall/s1_144/ROIs1970_fall_s1_144_p830.tif,ROIs1970_fall/s2_144/ROIs1970_fall_s2_144_p830.tif
2,ROIs1158_spring/lc_39/ROIs1158_spring_lc_39_p338.tif,ROIs1158_spring/s1_39/ROIs1158_spring_s1_39_p338.tif,ROIs1158_spring/s2_39/ROIs1158_spring_s2_39_p338.tif
9,ROIs2017_winter/lc_22/ROIs2017_winter_lc_22_p699.tif,ROIs2017_winter/s1_22/ROIs2017_winter_s1_22_p699.tif,ROIs2017_winter/s2_22/ROIs2017_winter_s2_22_p699.tif
2,ROIs1158_spring/lc_39/ROIs1158_spring_lc_39_p409.tif,ROIs1158_spring/s1_39/ROIs1158_spring_s1_39_p409.tif,ROIs1158_spring/s2_39/ROIs1158_spring_s2_39_p409.tif
17,ROIs2017_winter/lc_144/ROIs2017_winter_lc_144_p576.tif,ROIs2017_winter/s1_144/ROIs2017_winter_s1_144_p576.tif,ROIs2017_winter/s2_144/ROIs2017_winter_s2_144_p576.tif
13,ROIs1158_spring/lc_119/ROIs1158_spring_lc_119_p473.tif,ROIs1158_spring/s1_119/ROIs1158_spring_s1_119_p473.tif,ROIs1158_spring/s2_119/ROIs1158_spring_s2_119_p473.tif
13,ROIs1970_fall/lc_132/ROIs1970_fall_lc_132_p431.tif,ROIs1970_fall/s1_132/ROIs1970_fall_s1_132_p431.tif,ROIs1970_fall/s2_132/ROIs1970_fall_s2_132_p431.tif
8,ROIs1970_fall/lc_119/ROIs1970_fall_lc_119_p209.tif,ROIs1970_fall/s1_119/ROIs1970_fall_s1_119_p209.tif,ROIs1970_fall/s2_119/ROIs1970_fall_s2_119_p209.tif
13,ROIs1158_spring/lc_131/ROIs1158_spring_lc_131_p764.tif,ROIs1158_spring/s1_131/ROIs1158_spring_s1_131_p764.tif,ROIs1158_spring/s2_131/ROIs1158_spring_s2_131_p764.tif
17,ROIs1868_summer/lc_100/ROIs1868_summer_lc_100_p221.tif,ROIs1868_summer/s1_100/ROIs1868_summer_s1_100_p221.tif,ROIs1868_summer/s2_100/ROIs1868_summer_s2_100_p221.tif
10,ROIs1158_spring/lc_97/ROIs1158_spring_lc_97_p545.tif,ROIs1158_spring/s1_97/ROIs1158_spring_s1_97_p545.tif,ROIs1158_spring/s2_97/ROIs1158_spring_s2_97_p545.tif
10,ROIs1868_summer/lc_139/ROIs1868_summer_lc_139_p520.tif,ROIs1868_summer/s1_139/ROIs1868_summer_s1_139_p520.tif,ROIs1868_summer/s2_139/ROIs1868_summer_s2_139_p520.tif
10,ROIs1970_fall/lc_64/ROIs1970_fall_lc_64_p201.tif,ROIs1970_fall/s1_64/ROIs1970_fall_s1_64_p201.tif,ROIs1970_fall/s2_64/ROIs1970_fall_s2_64_p201.tif
14,ROIs1970_fall/lc_110/ROIs1970_fall_lc_110_p794.tif,ROIs1970_fall/s1_110/ROIs1970_fall_s1_110_p794.tif,ROIs1970_fall/s2_110/ROIs1970_fall_s2_110_p794.tif
10,ROIs2017_winter/lc_107/ROIs2017_winter_lc_107_p311.tif,ROIs2017_winter/s1_107/ROIs2017_winter_s1_107_p311.tif,ROIs2017_winter/s2_107/ROIs2017_winter_s2_107_p311.tif
11,ROIs1158_spring/lc_120/ROIs1158_spring_lc_120_p240.tif,ROIs1158_spring/s1_120/ROIs1158_spring_s1_120_p240.tif,ROIs1158_spring/s2_120/ROIs1158_spring_s2_120_p240.tif
13,ROIs2017_winter/lc_135/ROIs2017_winter_lc_135_p503.tif,ROIs2017_winter/s1_135/ROIs2017_winter_s1_135_p503.tif,ROIs2017_winter/s2_135/ROIs2017_winter_s2_135_p503.tif
12,ROIs1868_summer/lc_121/ROIs1868_summer_lc_121_p252.tif,ROIs1868_summer/s1_121/ROIs1868_summer_s1_121_p252.tif,ROIs1868_summer/s2_121/ROIs1868_summer_s2_121_p252.tif
17,ROIs2017_winter/lc_68/ROIs2017_winter_lc_68_p144.tif,ROIs2017_winter/s1_68/ROIs2017_winter_s1_68_p144.tif,ROIs2017_winter/s2_68/ROIs2017_winter_s2_68_p144.tif
8,ROIs2017_winter/lc_94/ROIs2017_winter_lc_94_p318.tif,ROIs2017_winter/s1_94/ROIs2017_winter_s1_94_p318.tif,ROIs2017_winter/s2_94/ROIs2017_winter_s2_94_p318.tif
11,ROIs1158_spring/lc_100/ROIs1158_spring_lc_100_p43.tif,ROIs1158_spring/s1_100/ROIs1158_spring_s1_100_p43.tif,ROIs1158_spring/s2_100/ROIs1158_spring_s2_100_p43.tif
9,ROIs1970_fall/lc_14/ROIs1970_fall_lc_14_p543.tif,ROIs1970_fall/s1_14/ROIs1970_fall_s1_14_p543.tif,ROIs1970_fall/s2_14/ROIs1970_fall_s2_14_p543.tif
14,ROIs2017_winter/lc_63/ROIs2017_winter_lc_63_p207.tif,ROIs2017_winter/s1_63/ROIs2017_winter_s1_63_p207.tif,ROIs2017_winter/s2_63/ROIs2017_winter_s2_63_p207.tif
11,ROIs1868_summer/lc_40/ROIs1868_summer_lc_40_p204.tif,ROIs1868_summer/s1_40/ROIs1868_summer_s1_40_p204.tif,ROIs1868_summer/s2_40/ROIs1868_summer_s2_40_p204.tif
8,ROIs1970_fall/lc_59/ROIs1970_fall_lc_59_p605.tif,ROIs1970_fall/s1_59/ROIs1970_fall_s1_59_p605.tif,ROIs1970_fall/s2_59/ROIs1970_fall_s2_59_p605.tif
9,ROIs1868_summer/lc_124/ROIs1868_summer_lc_124_p153.tif,ROIs1868_summer/s1_124/ROIs1868_summer_s1_124_p153.tif,ROIs1868_summer/s2_124/ROIs1868_summer_s2_124_p153.tif
14,ROIs1868_summer/lc_126/ROIs1868_summer_lc_126_p629.tif,ROIs1868_summer/s1_126/ROIs1868_summer_s1_126_p629.tif,ROIs1868_summer/s2_126/ROIs1868_summer_s2_126_p629.tif
10,ROIs1970_fall/lc_83/ROIs1970_fall_lc_83_p225.tif,ROIs1970_fall/s1_83/ROIs1970_fall_s1_83_p225.tif,ROIs1970_fall/s2_83/ROIs1970_fall_s2_83_p225.tif
11,ROIs2017_winter/lc_104/ROIs2017_winter_lc_104_p72.tif,ROIs2017_winter/s1_104/ROIs2017_winter_s1_104_p72.tif,ROIs2017_winter/s2_104/ROIs2017_winter_s2_104_p72.tif
9,ROIs2017_winter/lc_62/ROIs2017_winter_lc_62_p492.tif,ROIs2017_winter/s1_62/ROIs2017_winter_s1_62_p492.tif,ROIs2017_winter/s2_62/ROIs2017_winter_s2_62_p492.tif
11,ROIs1970_fall/lc_44/ROIs1970_fall_lc_44_p298.tif,ROIs1970_fall/s1_44/ROIs1970_fall_s1_44_p298.tif,ROIs1970_fall/s2_44/ROIs1970_fall_s2_44_p298.tif
10,ROIs1970_fall/lc_28/ROIs1970_fall_lc_28_p550.tif,ROIs1970_fall/s1_28/ROIs1970_fall_s1_28_p550.tif,ROIs1970_fall/s2_28/ROIs1970_fall_s2_28_p550.tif
13,ROIs1868_summer/lc_143/ROIs1868_summer_lc_143_p773.tif,ROIs1868_summer/s1_143/ROIs1868_summer_s1_143_p773.tif,ROIs1868_summer/s2_143/ROIs1868_summer_s2_143_p773.tif
9,ROIs1868_summer/lc_15/ROIs1868_summer_lc_15_p167.tif,ROIs1868_summer/s1_15/ROIs1868_summer_s1_15_p167.tif,ROIs1868_summer/s2_15/ROIs1868_summer_s2_15_p167.tif
17,ROIs1158_spring/lc_115/ROIs1158_spring_lc_115_p172.tif,ROIs1158_spring/s1_115/ROIs1158_spring_s1_115_p172.tif,ROIs1158_spring/s2_115/ROIs1158_spring_s2_115_p172.tif
11,ROIs1970_fall/lc_105/ROIs1970_fall_lc_105_p227.tif,ROIs1970_fall/s1_105/ROIs1970_fall_s1_105_p227.tif,ROIs1970_fall/s2_105/ROIs1970_fall_s2_105_p227.tif
17,ROIs1868_summer/lc_123/ROIs1868_summer_lc_123_p115.tif,ROIs1868_summer/s1_123/ROIs1868_summer_s1_123_p115.tif,ROIs1868_summer/s2_123/ROIs1868_summer_s2_123_p115.tif
14,ROIs2017_winter/lc_42/ROIs2017_winter_lc_42_p432.tif,ROIs2017_winter/s1_42/ROIs2017_winter_s1_42_p432.tif,ROIs2017_winter/s2_42/ROIs2017_winter_s2_42_p432.tif
8,ROIs1868_summer/lc_90/ROIs1868_summer_lc_90_p325.tif,ROIs1868_summer/s1_90/ROIs1868_summer_s1_90_p325.tif,ROIs1868_summer/s2_90/ROIs1868_summer_s2_90_p325.tif
8,ROIs1970_fall/lc_114/ROIs1970_fall_lc_114_p533.tif,ROIs1970_fall/s1_114/ROIs1970_fall_s1_114_p533.tif,ROIs1970_fall/s2_114/ROIs1970_fall_s2_114_p533.tif
9,ROIs2017_winter/lc_49/ROIs2017_winter_lc_49_p410.tif,ROIs2017_winter/s1_49/ROIs2017_winter_s1_49_p410.tif,ROIs2017_winter/s2_49/ROIs2017_winter_s2_49_p410.tif
